"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"UrobJama_1",1.05096407470948,0.0136471597636986,0.380984956302253,0.065552957507794,2.7585448121361,0.2081852639841,0.0281549684910967,0.841012064683099,0.0062,-0.1358,0.0433,1,7,"29","UrobJama","F",529810,"F","F18","Rajiform","nthA","Organic Remediation","Nitrogen compounds",233
"Wtr_A",0.915792355060041,0.0754418725076244,0.252409698133468,0.0406795062197326,3.6281979727094,1.85454248387679,0.0067025030617637,0.100771564642204,0.3007,0.2132,3.4393,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"Wtr_B",2.0625469225887,-0.08300031441258,0.334868965433494,0.0539690204571461,6.15926566953942,-1.53792515983287,0.000271229745195939,0.162624940087352,0.2282,0.1317,2.3652,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"Wtr_C",1.16257309421966,0.0334444964172289,0.283302042388445,0.0456582583023802,4.10365235780976,0.732496106087461,0.00342046724917892,0.484770855872415,0.0629,-0.0543,0.5366,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"nthA","Organic Remediation","Nitrogen compounds",233
"AcanQuad_1",0.537385413978841,0.0306295962372475,0.118352660406417,0.0190742583217976,4.54054359347299,1.60580798060414,0.00189783580971403,0.14698340208061,0.2438,0.1492,2.5786,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","obgE","Stress","Radiation stress",1062
"ArioFeli_2",0.572321118142792,0.0158248158150202,0.163046828296658,0.0262773756905901,3.51016406833424,0.602222078846596,0.00795967385022953,0.563701329579487,0.0434,-0.0762,0.3627,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","obgE","Stress","Radiation stress",1062
"ChaeFabe_1",0.469880709386477,0.0308568835275515,0.118001863561227,0.0190177222910853,3.98197702312279,1.62253308021097,0.00405048233751889,0.143346050350883,0.2476,0.1535,2.6326,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","obgE","Stress","Radiation stress",1062
"ChilShoe_1",0.610202876177988,0.0200161845037275,0.215164028603672,0.0346768230562105,2.83598926892176,0.577220827619692,0.0219469810729347,0.579667313410645,0.04,-0.08,0.3332,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","obgE","Stress","Radiation stress",1062
"ChilShoe_2",0.404521923493156,0.050855370793655,0.148772658496381,0.0239768849270979,2.71906093217387,2.12101659361846,0.0262868871670775,0.0667195376913018,0.3599,0.2799,4.4987,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","obgE","Stress","Radiation stress",1062
"GimnMicr_1",0.727606336280216,0.00281219495786073,0.120231238420455,0.0193770185824826,6.05172454213387,0.145130425812928,0.000305330600596262,0.888197776605423,0.0026,-0.122,0.0211,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","obgE","Stress","Radiation stress",1062
"GimnMicr_2",0.593375742582633,0.0113558756103244,0.121781646975248,0.0196268895458973,4.87245621422115,0.578587635283156,0.00123611697124182,0.578787924625314,0.0402,-0.0798,0.3348,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","obgE","Stress","Radiation stress",1062
"HaemBona",0.569620148192161,0.0179744736342786,0.243356710167307,0.0392204851004969,2.34067985140228,0.45829299633142,0.047365393950914,0.658934437780223,0.0256,-0.0962,0.21,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","obgE","Stress","Radiation stress",1062
"OpsaBeta_1",0.550854965937147,0.020570399848889,0.206620257040747,0.0332998695912521,2.66602594453513,0.617732144341277,0.0285375482946693,0.553925110264893,0.0455,-0.0738,0.3816,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","obgE","Stress","Radiation stress",1062
"OrthChry_2",0.569464832672195,0.015516345638766,0.114214641934912,0.0184073562598176,4.985917943837,0.842942648566947,0.00107152571933939,0.423744756888741,0.0816,-0.0332,0.7106,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","obgE","Stress","Radiation stress",1062
"PrioPunc_1",0.703430410004515,0.0131292510280431,0.174475301388581,0.0281192409028336,4.03169047083562,0.466913423211223,0.00377915916005176,0.653014199645207,0.0265,-0.0952,0.218,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","obgE","Stress","Radiation stress",1062
"Sdmt_A",0.668329028961614,0.0229067049003441,0.100119577015787,0.0161357308615658,6.67530815532939,1.41962611404893,0.000156648996460808,0.193487209693102,0.2012,0.1014,2.0153,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"obgE","Stress","Radiation stress",1062
"Sdmt_B",0.807245919311523,-0.0065837960793025,0.104640731185946,0.0168643808324084,7.71445220386555,-0.39039654907759,5.6672755831775e-05,0.706432870347646,0.0187,-0.104,0.1524,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"obgE","Stress","Radiation stress",1062
"Sdmt_C",0.608343666884601,0.0265545736276158,0.11090223727598,0.0178735139117553,5.48540481983908,1.48569406993613,0.000583716532052759,0.175664776924406,0.2162,0.1183,2.2073,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"obgE","Stress","Radiation stress",1062
"SphoSpen_1",0.43936929753368,0.0286655914420084,0.214786819892838,0.0346160303679265,2.04560641920622,0.828101637805602,0.0750181485383659,0.431621774935034,0.079,-0.0362,0.6858,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","obgE","Stress","Radiation stress",1062
"SphoTest_1",0.341831183144755,0.0640381921897468,0.20649403721101,0.0332795274237887,1.65540461972491,1.92425184932077,0.136436515321153,0.0905199360406977,0.3164,0.2309,3.7027,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","obgE","Stress","Radiation stress",1062
"SphoTest_2",0.734513686667035,0.0103848691940389,0.167334822831384,0.0269684485837296,4.38948495142084,0.385074772165582,0.00231914496647566,0.710217938550498,0.0182,-0.1045,0.1483,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","obgE","Stress","Radiation stress",1062
"SphoTest_3",0.489876233713743,0.0490841442013806,0.14805764283706,0.0238616497195141,3.3086858896765,2.05703062354651,0.010719177210252,0.0736991228013957,0.3459,0.2642,4.2314,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","obgE","Stress","Radiation stress",1062
"SynoFoet_2",0.686909335738271,0.012819875027,0.190120135564362,0.0306406342322763,3.61302780317937,0.418394571398779,0.00685151441383335,0.686664502082071,0.0214,-0.1009,0.1751,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","obgE","Stress","Radiation stress",1062
"SynoFoet_3",0.604438210411958,0.0243643134066517,0.111922083100431,0.0180378769487768,5.40052680997351,1.35073065837185,0.00064561105907095,0.21374239797277,0.1857,0.0839,1.8245,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","obgE","Stress","Radiation stress",1062
"UrobJama_1",0.538768059862186,0.0344857098068643,0.173506737781758,0.0279631427435342,3.10517082362452,1.23325586552099,0.0145514312663872,0.252485512760594,0.1597,0.0547,1.5209,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","obgE","Stress","Radiation stress",1062
"Wtr_A",0.951351706240966,-0.0345963559863983,0.134806386845678,0.0217260164435073,7.0571708692856,-1.5923929762438,0.000106409477715947,0.149961565012783,0.2407,0.1458,2.5357,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"obgE","Stress","Radiation stress",1062
"Wtr_B",0.743493121213824,0.00203471530077999,0.157874377724452,0.0254437598003161,4.70939700241599,0.0799691286487743,0.00152286030376852,0.938226095085744,8e-04,-0.1241,0.0064,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"obgE","Stress","Radiation stress",1062
"Wtr_C",0.634538864849814,0.0201664922810035,0.125524590608727,0.0202301195324793,5.05509607139638,0.996854825727862,0.000983013188059069,0.348027490140554,0.1105,-7e-04,0.9937,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"obgE","Stress","Radiation stress",1062
"AcanQuad_1",0.662079523433113,0.41542829027638,1.63875131755651,0.245935696238939,0.404014639890766,1.68917443311186,0.713277969055696,0.189768082549728,0.4875,0.3166,2.8533,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","opuE","Stress","Osmotic stress",22
"ArioFeli_2",1.5034379362224,0.854709528757854,0.682183498926582,0.171894084444917,2.20386148094767,4.97230333154217,0.158378061317353,0.0381474410588247,0.9252,0.8877,24.7238,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","opuE","Stress","Osmotic stress",22
"ChaeFabe_1",2.42991054254978,0.340063550576516,2.11053017883281,0.368795755790355,1.15132707739512,0.922091822471589,0.368655045588647,0.453824217299346,0.2983,-0.0525,0.8503,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","opuE","Stress","Osmotic stress",22
"ChilShoe_1",3.09735963638096,0.000347022412902381,0.00725124966607492,0.00114366763732758,427.148392210518,0.303429424402769,2.8296052268296e-08,0.781388606701538,0.0298,-0.2936,0.0921,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","opuE","Stress","Osmotic stress",22
"GimnMicr_1",5.5708574445252,-0.376649384968902,1.25159112639307,0.190865857415917,4.45102024698731,-1.97337224199371,0.0211014181317775,0.142976529351158,0.5649,0.4198,3.8942,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","opuE","Stress","Osmotic stress",22
"HaemBona",3.27500056120034,0.00177211515248665,0.0294875037514127,0.00410898347453143,111.064015075994,0.431278237907425,8.10588528297582e-05,0.708302723423477,0.0851,-0.3724,0.186,1,2,"7","HaemBona","F",529810,"F","F8","Perciform","opuE","Stress","Osmotic stress",22
"OpsaBeta_1",3.23817806895295,1.23376586657182e-06,0.00659040893692554,0.000999235224293634,491.347062063129,0.00123471014289351,4.14209995129698e-06,0.999126928417912,0,-0.5,0,1,2,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","opuE","Stress","Osmotic stress",22
"OrthChry_2",1.77532341556047,0.264316696023099,0.801504584978678,0.157187981501552,2.21498847147293,1.68153247785352,0.113572132239709,0.191250294380255,0.4852,0.3136,2.8276,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","opuE","Stress","Osmotic stress",22
"Sdmt_C",2.15824561210235,-0.000264017614671332,0.00521893168242326,0.000949681855159879,413.541648642588,-0.278006379964883,3.11819908333043e-08,0.799066584176901,0.0251,-0.2998,0.0773,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"opuE","Stress","Osmotic stress",22
"SphoSpen_1",5.03171258544073,-0.226361799307123,2.02932060101156,0.311283570424514,2.47950598980396,-0.727188392880553,0.131357677757751,0.542712381358631,0.2091,-0.1863,0.5288,1,2,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","opuE","Stress","Osmotic stress",22
"SphoTest_3",8.07001597220967,-0.684703004662535,1.23939407119206,0.197201796260211,6.51125913846584,-3.47209314340655,0.0227838522977431,0.0738756849848439,0.8577,0.7866,12.0554,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","opuE","Stress","Osmotic stress",22
"SynoFoet_2",2.68010186857579,-0.0015476959554713,0.0123889744486075,0.00242967778718662,216.329598522743,-0.636996380192213,2.17815863301936e-07,0.569408984255721,0.1191,-0.1745,0.4058,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","opuE","Stress","Osmotic stress",22
"SynoFoet_3",2.76776867162765,-0.000759165940662309,0.0138299031170507,0.00219771587249981,200.129288557003,-0.345434070965137,2.75105806488151e-07,0.752570744116198,0.0383,-0.2823,0.1193,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","opuE","Stress","Osmotic stress",22
"UrobJama_1",1.32292473236289,0.436570018458995,1.75383927983743,0.297303601718592,0.754302145910155,1.4684316501225,0.505475961858288,0.238299556561454,0.4182,0.2242,2.1563,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","opuE","Stress","Osmotic stress",22
"Wtr_B",2.17412170633361,-0.00297189662804976,0.00515824959462719,0.000983639602893653,421.484394356986,-3.02132673319281,5.62902703350225e-06,0.0943069555244925,0.8203,0.7304,9.1284,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"opuE","Stress","Osmotic stress",22
"Wtr_C",2.20062056403679,-0.000884248435470018,0.0120170178718524,0.00208401520012655,183.125346696149,-0.424300377183584,2.98183532162375e-05,0.71262955393886,0.0826,-0.3761,0.18,1,2,"WC","Wtr","C",529804,"W","Wtr",NA,"opuE","Stress","Osmotic stress",22
"ArioFeli_2",4.20056491363371,-0.200994885066485,1.04161895874485,0.135607237895972,4.03272701439245,-1.48218404994484,0.0274168514525904,0.234904113113819,0.4227,0.2303,2.1969,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","oxdB","Organic Remediation","Aromatic compound degradation",27
"ChaeFabe_1",4.89470378593078,-0.526399700689108,0.69448499930539,0.178327285406505,7.04796185781747,-2.95187413125903,0.00213672196582609,0.0418912311313507,0.6854,0.6067,8.7136,1,4,"8","ChaeFabe","F",529804,"F","F3","Perciform","oxdB","Organic Remediation","Aromatic compound degradation",27
"ChilShoe_1",3.71103742772872,-0.162314228819263,0.723434699588551,0.129239728334033,5.1297476190171,-1.25591589298104,0.00683970409246088,0.277500486672093,0.2828,0.1035,1.5773,1,4,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"GimnMicr_1",2.94522898138967,0.0257825910956283,1.30870692632865,0.240545117068066,2.25048780757354,0.107184013584997,0.109888461988334,0.921408937386939,0.0038,-0.3282,0.0115,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"GimnMicr_2",2.86824056407509,-0.000529070560576628,0.00228547102342904,0.000415540186078007,1254.98881179061,-1.27321154079021,6.34921272776873e-07,0.330913528783401,0.4477,0.1715,1.6211,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"HaemBona",4.32251490933941,-0.172607608850689,1.1629432308564,0.161895085069513,3.71687524777653,-1.06616954292699,0.0338801589322495,0.36453610917183,0.2748,0.033,1.1367,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","oxdB","Organic Remediation","Aromatic compound degradation",27
"OpsaBeta_1",3.58759480989567,-0.052176869629202,1.93430452258314,0.320168362647999,1.85472078879528,-0.162966975242855,0.204794233179787,0.885522519969159,0.0131,-0.4803,0.0266,1,2,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"OrthChry_2",2.50848098764973,-0.0240027879898395,0.80962692807911,0.144484121036032,3.09831713923011,-0.166127515035743,0.0533656206363864,0.878621618912157,0.0091,-0.3212,0.0276,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","oxdB","Organic Remediation","Aromatic compound degradation",27
"PrioPunc_1",4.67870920899561,-0.167017198234201,1.45890695572646,0.272800133391771,3.20699629995653,-0.612232831991858,0.0490686846311498,0.58366390085132,0.1111,-0.1852,0.3748,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","oxdB","Organic Remediation","Aromatic compound degradation",27
"Sdmt_A",3.16910865794627,-0.132761554309495,0.919823425687853,0.132078946592062,3.44534458401772,-1.0051681796005,0.0261655363507378,0.371687867006926,0.2017,0.0021,1.0104,1,4,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"Sdmt_B",2.24121485925749,0.0103601178050614,0.820039561351686,0.133615305895058,2.73305699491285,0.0775369089316625,0.0522779921365362,0.94192003943821,0.0015,-0.2481,0.006,1,4,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"Sdmt_C",1.96353762667997,0.116383923280064,1.52849931073288,0.245544038118959,1.28461793400385,0.47398391006211,0.327622645227754,0.682216237057258,0.101,-0.3485,0.2247,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"SphoSpen_1",2.06320097346857,0.168728725073076,0.982521821459405,0.206370860806879,2.09990346107932,0.817599560390317,0.103664582972569,0.459488344004276,0.1432,-0.071,0.6685,1,4,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"SphoTest_2",2.27297354666484,0.0208416811086021,0.998425573416799,0.156887442994019,2.27655781981455,0.132844800774761,0.0851091858746101,0.900731024604823,0.0044,-0.2445,0.0176,1,4,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"SphoTest_3",4.72494972245401,-0.299366155431192,1.27089037606093,0.226439826827061,3.71782634557262,-1.32205610482041,0.0653366436990959,0.317095761070274,0.4664,0.1995,1.7478,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"SynoFoet_2",3.51725701511642,-0.125357129916491,1.12588151824517,0.203310310571169,3.12400279968936,-0.61658028834996,0.0353895163873642,0.570873497847821,0.0868,-0.1415,0.3802,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"SynoFoet_3",3.62471262885656,-0.10887871510637,1.59873687711081,0.334818594653961,2.26723526601015,-0.325187181491211,0.108200686916087,0.766398215322033,0.034,-0.2879,0.1057,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"UrobJama_1",6.25835282483966,-0.411280863201195,2.01467822773328,0.395110907570097,3.10637834801091,-1.04092510563816,0.0530309937014228,0.374423667356012,0.2653,0.0205,1.0835,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","oxdB","Organic Remediation","Aromatic compound degradation",27
"Wtr_A",0.360304717856129,0.346092707254162,3.32517030786758,0.448365872846236,0.108356771081356,0.77189797041679,0.920553473975253,0.496404603981498,0.1657,-0.1124,0.5958,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"Wtr_B",3.02189902127021,-0.0816232641467335,1.54718438190888,0.28981418799933,1.95316024166548,-0.281639987021346,0.122512049338402,0.792189464107883,0.0194,-0.2257,0.0793,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"Wtr_C",2.4754493507637,0.0768662693532072,0.934656450859204,0.159822880869714,2.64851256147442,0.480946588716967,0.077091873754967,0.663451772442675,0.0716,-0.2379,0.2313,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"oxdB","Organic Remediation","Aromatic compound degradation",27
"AcanQuad_1",0.854153623899595,-0.000226753422438848,0.15473409931916,0.0249376581098327,5.52013827370905,-0.00909281141958719,0.000560290616645127,0.99296774646883,0,-0.125,1e-04,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","oxyR","Stress","Oxygen stress",443
"ArioFeli_2",1.03885681851512,0.00349304711494627,0.124461929054863,0.0200588561158612,8.34678384309147,0.174139895852995,3.2133578560444e-05,0.866081555443433,0.0038,-0.1208,0.0303,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","oxyR","Stress","Oxygen stress",443
"ChaeFabe_1",0.977301984814399,0.00227707846447448,0.20451961020386,0.0329613196991579,4.77852458177605,0.0690833524038984,0.0013933033478488,0.946618834142902,6e-04,-0.1243,0.0048,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","oxyR","Stress","Oxygen stress",443
