"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"Sdmt_B",1.36954240315595,-0.152364989042932,0.487225445448746,0.146903999169751,2.81090081798698,-1.03717386799572,0.0672425904090768,0.375914835042848,0.2639,0.0186,1.0757,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
"Sdmt_C",1.95014356969758,-0.266097559492017,0.604178311899159,0.182166615185439,3.22776162482157,-1.46073724442395,0.0482979988164688,0.240222631866147,0.4156,0.2208,2.1338,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
"SphoSpen_1",1.72374501004446,-0.211765622016128,0.587172653704285,0.177039216317673,2.93566977135243,-1.19615092305958,0.0607219737819257,0.317556567473295,0.3229,0.0972,1.4308,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"SphoTest_1",2.21043317519949,-0.325349625661806,0.851502210239714,0.256737576320314,2.59592182923073,-1.26724584038251,0.0806596814549187,0.294499875407253,0.3487,0.1316,1.6059,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"SphoTest_2",1.55353988601804,-0.141686264173436,0.463067394594542,0.139620072774322,3.35488938360325,-1.01479867011998,0.0438993073218346,0.384928183234253,0.2555,0.0074,1.0298,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"SphoTest_3",1.72481996292711,-0.162947047787848,0.567323393485096,0.171054439180111,3.04027646794441,-0.952603443493645,0.0558551094619847,0.411068517165755,0.2322,-0.0237,0.9075,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"SynoFoet_2",1.45482108804413,-0.137658321303441,0.530061143456241,0.159819448071918,2.74462881500431,-0.861336482913493,0.0710616551344019,0.452395619055257,0.1983,-0.069,0.7419,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"SynoFoet_3",2.10497444980545,-0.28484792564915,0.307366617446454,0.0926745221045995,6.84841596427482,-3.07363792313543,0.00637280055483618,0.054406741846831,0.759,0.6786,9.4473,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"UrobJama_1",1.48578561257867,-0.0648785153005011,0.537991806645011,0.162210632993357,2.76172535385665,-0.399964626875958,0.0700511540870323,0.715958590603174,0.0506,-0.2658,0.16,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","xylB","Organic Remediation","Aromatic compound metabolism",107
"Wtr_A",0.812669915583607,0.021760863248077,0.181262497791615,0.0546526994306738,4.48338694150556,0.398166302392443,0.0206950540385477,0.717150631417824,0.0502,-0.2664,0.1585,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
"Wtr_B",2.52554241095851,-0.443088963527194,0.240760286271609,0.0725919576346801,10.4898629673059,-6.10382992778683,0.00184983201813258,0.00883514167609064,0.9255,0.9006,37.2567,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
"Wtr_C",2.44109443533191,-0.452373683816961,0.623281777140541,0.187926526676463,3.91651821834265,-2.40718376387478,0.0295937352847027,0.0952575635096202,0.6589,0.5452,5.7945,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xylB","Organic Remediation","Aromatic compound metabolism",107
"AcanQuad_1",1.82261806139359,-0.000484294614735551,1.09439594511174,0.322719757910524,1.66541010091873,-0.00150066614412194,0.237747951333925,0.99893886939061,0,-0.5,0,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"ArioFeli_2",2.10289082242465,-0.0573804641315236,0.573055280648069,0.155965892443909,3.66961250238631,-0.36790392586738,0.0668952101969941,0.748232566906626,0.0634,-0.4049,0.1354,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"ChaeFabe_1",0.0961670507016523,0.383510832167391,1.01652078036494,0.284682760749128,0.0946041168653014,1.34715158430459,0.933253963969102,0.310269248620225,0.4757,0.2136,1.8148,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"ChilShoe_2",0.899878476910613,0.0999864974345126,0.971979844822648,0.264539406676118,0.925820099772551,0.377964473009227,0.452277442494834,0.741801110252839,0.0667,-0.4,0.1429,1,2,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"GimnMicr_1",1.8084991048101,-0.0657112509452736,0.462421517218806,0.136360666133712,3.91093199055087,-0.481893003374144,0.0595946391703296,0.677461145648504,0.104,-0.344,0.2322,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"GimnMicr_2",0.386598433766481,0.528276784358274,0.894353533761125,0.250469088281155,0.432265786596353,2.10914962793842,0.707691801085891,0.169427343749344,0.6899,0.5348,4.4485,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"OpsaBeta_1",0.664341627286434,0.331674700864935,1.17328724361493,0.32858615201562,0.566222492319598,1.00939951008395,0.628305416115935,0.419048825156353,0.3375,0.0063,1.0189,1,2,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"OrthChry_2",0.903827975224656,0.217763483629148,0.622073723423775,0.174215489141492,1.45292742836036,1.24996626133677,0.283410758204814,0.337743856834702,0.4386,0.1579,1.5624,1,2,"39","OrthChry","F",529804,"F","F10","Perciform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"PrioPunc_1",0.576881908635622,0.410193224075765,0.755320666398165,0.227737749713083,0.763757612229188,1.80116482485907,0.500584381627421,0.169482144683094,0.5196,0.3594,3.2442,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Sdmt_A",-0.172043692854346,0.637705870468773,0.853480368012517,0.257334013330178,-0.20157896924446,2.47812507260962,0.853140200172789,0.0894182607999666,0.6718,0.5624,6.1411,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Sdmt_B",-0.0463091278511609,0.655826977636964,0.74397279985296,0.22431623921295,-0.0622457270753897,2.92367142003647,0.954282194214539,0.0613136400728583,0.7402,0.6536,8.5479,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Sdmt_C",1.13609851715768,0.308435000267881,0.65626543404752,0.197871473419577,1.73115702613009,1.55876435818446,0.181854454449954,0.216942407375357,0.4475,0.2633,2.4297,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SphoSpen_1",0.582406640563918,0.361669563683743,0.495670555316065,0.138815521369638,1.17498736674513,2.60539714950671,0.360947402041468,0.121126075926678,0.7724,0.6586,6.7881,1,2,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SphoTest_1",0.301677533124774,0.453696558832135,0.96411215386649,0.262398092420952,0.31290709479693,1.72903908959937,0.78396610500629,0.225942927337726,0.5992,0.3987,2.9896,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SphoTest_2",0.2361973569167,0.421223179428823,0.735902719058226,0.221883018301678,0.320962745210365,1.89840206182934,0.769298304797618,0.153873728774633,0.5457,0.3943,3.6039,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SphoTest_3",0.15190477182498,0.453656991065904,0.290197345639593,0.0874977918766916,0.523453346860162,5.18478216804866,0.636864566085303,0.0139307465966399,0.8996,0.8661,26.882,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SynoFoet_2",0.703372704343273,0.31838555150795,1.48143114459051,0.446668296304859,0.474792707654123,0.712800872911398,0.667358173746191,0.527409599397084,0.1448,-0.1402,0.5081,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"SynoFoet_3",0.794892025007444,0.131647095410627,0.840217285577032,0.25333504351181,0.946055310515946,0.519656079102572,0.413914993117755,0.639211124361279,0.0826,-0.2232,0.27,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"UrobJama_1",0.38732988958979,0.342865981078339,1.30836032429768,0.366414180969294,0.29604221589164,0.935733382838345,0.795107652561768,0.448191844009537,0.3045,-0.0433,0.8756,1,2,"29","UrobJama","F",529810,"F","F18","Rajiform","xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Wtr_A",0.869874626397253,0.357062923936626,0.753625731915385,0.227226707738209,1.15425282014511,1.57139505074379,0.331999187602321,0.214128475919795,0.4515,0.2686,2.4693,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Wtr_B",0.361534579614494,0.463261028790954,0.704677858903085,0.212468368732049,0.513049438189055,2.18037645582524,0.643307265671735,0.117307613457338,0.6131,0.4841,4.754,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"Wtr_C",0.633384793889231,0.418534596698438,0.941740208729028,0.283945356576833,0.672568493962944,1.47399697513696,0.549390744673559,0.23691907245453,0.42,0.2267,2.1727,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xylC","Organic Remediation","Aromatic hydrocarbons catabolism ",46
"AcanQuad_1",0.394955237966137,0.392439681062448,1.20458690272728,0.363196616702066,0.327876085213883,1.08051579506967,0.764554940721663,0.359030509039112,0.2801,0.0402,1.1675,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"ArioFeli_2",-0.171870244048503,0.520801972211116,0.552823059377712,0.166682423946567,-0.310895577044071,3.12451642998705,0.776229799868628,0.0522876810496695,0.7649,0.6866,9.7626,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"ChaeFabe_1",0.348496866223956,0.348629513885853,0.595516726814936,0.17955504902052,0.58520080214683,1.94163024536286,0.599519554941888,0.147476190280394,0.5569,0.4092,3.7699,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"ChilShoe_1",0.468159016841453,0.440371713805196,1.20753679907847,0.356083175570304,0.387697515470112,1.23671025203562,0.735611509768452,0.341714474566941,0.4333,0.15,1.5295,1,2,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"ChilShoe_2",3.97205464519564e-16,0.593468242837107,0.984155743241103,0.296734121418553,4.03600209872732e-16,2,1,0.139325968558843,0.5714,0.4286,4,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"GimnMicr_1",-0.174687271346313,0.532606594137849,1.82246289607538,0.510391699450872,-0.0958523060867229,1.04352518802888,0.932377330002144,0.40625787662215,0.3525,0.0288,1.0889,1,2,"18","GimnMicr","F",529810,"F","F6","Rajiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"GimnMicr_2",-1.99441344549452,1.06006409380542,1.09665102478696,0.298470604069815,-1.81864002350425,3.55165325948635,0.21058799620557,0.0709428514888995,0.8631,0.7947,12.6142,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"HaemBona",-1.51801758572382,0.934140987345364,0.74369508397636,0.202408164439819,-2.04118276217095,4.61513491775727,0.178012728826016,0.043882256879561,0.9142,0.8712,21.2995,1,2,"7","HaemBona","F",529810,"F","F8","Perciform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"OpsaBeta_1",0.231528242199683,0.459305798206929,1.22728630361485,0.370040743584786,0.188650554901281,1.24123034063056,0.862407177352266,0.302730099670013,0.3393,0.1191,1.5407,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"OrthChry_2",0.260622758617986,0.434908231749976,0.798695669362963,0.240815805178064,0.326310469200187,1.80597877048974,0.765627935221876,0.16866756273627,0.5209,0.3612,3.2616,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"PrioPunc_1",1.46607843339092,0.12124941080687,1.01887383495782,0.307202019933234,1.43892048562776,0.394689497267048,0.245767747734201,0.719458336601218,0.0494,-0.2675,0.1558,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Sdmt_A",1.89585566437764,-0.0865449545202696,0.402752065719179,0.121434316866462,4.7072524904181,-0.712689433707944,0.01814485619768,0.527469510791897,0.1448,-0.1403,0.5079,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Sdmt_B",1.54256528060568,0.0363629443573291,0.885672642123981,0.267040349182542,1.74168785083659,0.136170224719383,0.179928871290038,0.90031074110274,0.0061,-0.3251,0.0185,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Sdmt_C",1.64695529116376,-0.115509895527622,0.936177234215443,0.28226805665139,1.7592345027958,-0.40922057174284,0.176771984793703,0.709840412084415,0.0529,-0.2628,0.1675,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SphoSpen_1",-0.0514965947393024,0.469447906623061,0.714069050081955,0.215299919411577,-0.072117107909091,2.18043698254082,0.947047514531431,0.11730095355156,0.6131,0.4842,4.7543,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SphoTest_1",0.111972479279284,0.448759478410884,1.09335359821551,0.29757315822933,0.102411954798555,1.50806437341717,0.927772947745678,0.27056011595206,0.5321,0.2981,2.2743,1,2,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SphoTest_2",1.04634159534688,0.138336746417726,1.25266655066501,0.377693175998598,0.835291398809525,0.366267529329786,0.464849906237822,0.738471597068753,0.0428,-0.2763,0.1342,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SphoTest_3",0.451207750136892,0.504539177255515,1.26878226986627,0.374143479607467,0.355622679204407,1.34851789421762,0.756129046784274,0.309902765226672,0.4762,0.2144,1.8185,1,2,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SynoFoet_2",0.853221283606458,0.18873953408198,0.599966244301156,0.180896629020512,1.42211548018055,1.04335572809695,0.250133672723242,0.373460502111709,0.2663,0.0217,1.0886,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"SynoFoet_3",0.00304505324488291,0.489465247427404,2.27974463635333,0.620467900323604,0.00133569926926279,0.788864737679619,0.999055518410339,0.512852218821672,0.2373,-0.144,0.6223,1,2,"44","SynoFoet","F",529804,"F","F17","Aulopiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"UrobJama_1",0.391252651838505,0.389405520287841,1.06020457387765,0.319663706597346,0.369035053685456,1.21817244889281,0.736608815929748,0.310223003727641,0.3309,0.1079,1.4839,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Wtr_A",1.17525541885186,0.0374748209025778,0.515183566476041,0.155333689832559,2.28123623369985,0.241253658127696,0.106813667826054,0.82490767353625,0.019,-0.308,0.0582,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Wtr_B",1.24536004759188,0.0870794491657852,1.2005080123644,0.336209492085985,1.03736087953228,0.259003541588037,0.408535886754209,0.819853112755709,0.0325,-0.4513,0.0671,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"Wtr_C",0.354715004369175,0.349118923442994,1.08346189854097,0.326676053827865,0.327390381560114,1.06870068788989,0.764887741878532,0.36355880313313,0.2757,0.0343,1.1421,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"xylG","Organic Remediation","Aromatic hydrocarbons catabolism ",62
"ArioFeli_2",0.491082361506757,0.162896132271025,0.313766433361629,0.094604139206234,1.56512076911925,1.72187108976191,0.215521189585806,0.183571942979509,0.4971,0.3294,2.9648,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
"ChilShoe_1",2.17441768182173,-0.104149052527136,1.96967236044821,0.536076915951269,1.10394892342751,-0.194280054649104,0.384669400196068,0.86390150378171,0.0185,-0.4722,0.0377,1,2,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
"GimnMicr_1",1.62272388272731,-0.00147916836225544,0.907990951847494,0.273769572755981,1.78715864891114,-0.00540296844300467,0.171878068422197,0.996028275600112,0,-0.3333,0,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
"GimnMicr_2",1.17279101951729,0.000136212661964796,0.000986954501066798,0.000360384828977028,1188.2928931877,0.377964473009154,7.08194482952414e-07,0.741801110252886,0.0667,-0.4,0.1429,1,2,"19","GimnMicr","F",529810,"F","F7","Rajiform","xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
"OrthChry_2",2.28830639871395,-0.327051949145222,0.624929383686797,0.188423298741559,3.66170395959618,-1.73572987698196,0.0352031988610738,0.181015422192191,0.5011,0.3347,3.0128,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
"Sdmt_A",3.64288773759694,-0.566962117337219,1.01621399366688,0.30640004760924,3.58476439047256,-1.85039826775837,0.0371606606163751,0.161360809859038,0.533,0.3773,3.424,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"xylJ","Organic Remediation","Aromatic hydrocarbons catabolism ",33
